tour,player_name,ras_slow,ras_medium,ras_fast,n_slow,n_medium,n_fast,body_return_pts
ATP,Sebastian Baez,0.968,0.9811320754716981,0.921875,125,53,64,242
ATP,Sebastian Korda,0.9731543624161074,0.9322916666666666,0.972027972027972,149,192,143,484
ATP,Sebastian Ofner,0.9846153846153847,0.9402985074626866,0.8947368421052632,65,67,57,189
ATP,Sergiy Stakhovsky,0.9333333333333333,0.8857142857142857,0.8260869565217391,30,35,23,88
ATP,Simone Bolelli,0.9111111111111111,0.92,0.8823529411764706,45,50,17,112
ATP,Soonwoo Kwon,0.9752066115702479,0.9439252336448598,0.896551724137931,121,107,116,344
ATP,Stan Wawrinka,0.9664723032069971,0.9194139194139194,0.8765625,686,546,640,1872
ATP,Stefano Travaglia,0.921875,0.8620689655172413,0.9473684210526315,64,29,38,131
ATP,Stefanos Tsitsipas,0.9647887323943662,0.928,0.8558394160583942,568,375,548,1491
ATP,Steve Johnson,0.9252336448598131,0.9162790697674419,0.8656126482213439,214,215,253,682
ATP,Sumit Nagal,1.0,0.9642857142857143,0.5882352941176471,19,28,17,64
ATP,Tallon Griekspoor,0.9636363636363636,0.9310344827586207,0.8083333333333333,110,116,120,346
ATP,Taro Daniel,0.9754098360655737,0.8529411764705882,0.9345794392523364,122,102,107,331
ATP,Taylor Fritz,0.9809688581314879,0.9546218487394958,0.9144144144144144,578,595,666,1839
ATP,Tennys Sandgren,0.9496402877697842,0.8256880733944955,0.9009009009009009,139,109,111,359
ATP,Thanasi Kokkinakis,0.9035087719298246,0.9385964912280702,0.9264705882352942,114,114,136,364
ATP,Thiago Monteiro,0.9478260869565217,0.9105691056910569,0.925531914893617,115,123,94,332
ATP,Thiago Seyboth Wild,1.0,0.9545454545454546,0.9393939393939394,34,44,33,111
ATP,Thomas Fabbiano,0.8783783783783784,0.8807339449541285,0.9166666666666666,74,109,108,291
ATP,Thomaz Bellucci,0.9333333333333333,0.9230769230769231,0.8571428571428571,15,26,28,69
