tour,player_name,ras_slow,ras_medium,ras_fast,n_slow,n_medium,n_fast,body_return_pts
WTA,Aryna Sabalenka,0.9522900763358778,0.9385796545105566,0.9375975039001561,524,521,641,1686
WTA,Ashleigh Barty,0.9586776859504132,0.9393939393939394,0.9398280802292264,484,330,349,1163
WTA,Ashlyn Krueger,0.9326923076923077,0.974025974025974,0.9444444444444444,104,77,54,235
WTA,Barbora Krejcikova,0.9838056680161943,0.9304347826086956,0.950207468879668,247,230,241,718
WTA,Barbora Strycova,0.9684684684684685,0.9542857142857143,0.9333333333333333,222,175,120,517
WTA,Beatriz Haddad Maia,0.9711934156378601,0.9462809917355371,0.9135802469135802,243,242,162,647
WTA,Belinda Bencic,0.9863387978142076,0.9627906976744186,0.9526184538653366,366,430,401,1197
WTA,Bernarda Pera,0.9565217391304348,0.9818181818181818,0.9859154929577465,92,110,142,344
WTA,Bianca Andreescu,0.9427609427609428,0.9423868312757202,0.9481481481481482,297,243,270,810
WTA,Camila Giorgi,0.9285714285714286,0.9295774647887324,0.9026548672566371,126,142,226,494
WTA,Camila Osorio,1.0,1.0,1.0,59,34,42,135
WTA,Carina Witthoeft,0.9672131147540983,0.9183673469387755,0.9354838709677419,61,49,31,141
WTA,Carla Suarez Navarro,0.9310344827586207,0.9367088607594937,0.8666666666666667,58,79,60,197
WTA,Carla Suárez Navarro,0.925,0.9607843137254902,0.875,40,51,40,131
WTA,Caroline Dolehide,0.9541284403669725,0.8888888888888888,0.9710144927536232,109,72,69,250
WTA,Caroline Garcia,0.9333333333333333,0.9157894736842105,0.9322916666666666,375,380,384,1139
WTA,Caroline Wozniacki,0.9565217391304348,0.9757869249394673,0.9505494505494505,391,413,364,1168
WTA,Catherine Bellis,0.9545454545454546,0.8571428571428571,1.0,44,42,26,112
WTA,Christina McHale,0.918918918918919,0.8813559322033898,0.8846153846153846,111,59,52,222
WTA,Claire Liu,0.9074074074074074,0.9375,0.9111111111111111,54,80,45,179
WTA,Clara Burel,1.0,0.968,1.0,109,125,119,353
WTA,Clara Tauson,1.0,0.9210526315789473,0.9340659340659341,103,76,91,270
WTA,CoCo Vandeweghe,0.9360730593607306,0.8952380952380953,0.9166666666666666,219,210,192,621
WTA,Coco Gauff,0.9686684073107049,0.9441624365482234,0.9489194499017681,383,394,509,1286
WTA,Coco Vandeweghe,0.9375,0.8367346938775511,0.9285714285714286,64,49,70,183
WTA,Cori Gauff,0.9848484848484849,0.875,0.9047619047619048,66,48,84,198
WTA,Cristina Bucsa,0.9878048780487805,1.0,0.9795918367346939,82,50,49,181
WTA,Dalma Galfi,0.9767441860465116,0.98,1.0,43,50,43,136
WTA,Danielle Collins,0.954954954954955,0.9336283185840708,0.9695121951219512,222,226,328,776
WTA,Danka Kovinic,0.9452054794520548,0.9705882352941176,0.9666666666666667,73,34,30,137
WTA,Daria Gavrilova,0.9491525423728814,0.991869918699187,0.9469026548672567,118,123,113,354
WTA,Daria Kasatkina,0.9724137931034482,0.9700996677740864,0.9732441471571907,290,301,299,890
WTA,Daria Saville,1.0,0.9454545454545454,0.9583333333333334,46,55,72,173
WTA,Daria Snigur,1.0,0.8461538461538461,1.0,34,13,16,63
WTA,Dayana Yastremska,0.9182389937106918,0.9672131147540983,0.9642857142857143,159,122,112,393
WTA,Denisa Allertova,0.96,0.9512195121951219,0.825,25,41,40,106
WTA,Destanee Aiava,1.0,0.92,0.9,20,25,20,65
WTA,Diana Shnaider,0.984375,0.9736842105263158,0.9736842105263158,64,38,38,140
WTA,Diane Parry,0.9595959595959596,1.0,0.967741935483871,99,63,62,224
WTA,Dominika Cibulkova,0.9608695652173913,0.8963730569948186,0.912621359223301,230,193,206,629
WTA,Donna Vekic,0.9644012944983819,0.9697986577181208,0.963963963963964,309,298,333,940
WTA,Ekaterina Alexandrova,0.9288389513108615,0.93359375,0.9320987654320988,267,256,162,685
WTA,Ekaterina Makarova,0.9536423841059603,0.9379310344827586,0.9570552147239264,151,145,163,459
WTA,Elena Gabriela Ruse,0.9540229885057471,0.9826086956521739,0.9212598425196851,87,115,127,329
WTA,Elena Rybakina,0.9963503649635036,0.9693877551020408,0.9438202247191011,274,294,356,924
WTA,Elena Vesnina,0.9603960396039604,0.9322033898305084,0.92,101,59,100,260
WTA,Elina Avanesyan,1.0,0.9642857142857143,1.0,78,56,65,199
WTA,Elina Svitolina,0.9698340874811463,0.9489795918367347,0.9570815450643777,663,588,699,1950
WTA,Elisabetta Cocciaretto,0.96875,0.9696969696969697,1.0,64,33,49,146
WTA,Elise Mertens,0.967479674796748,0.9627906976744186,0.937046004842615,492,430,413,1335
WTA,Elizabeth Mandlik,1.0,0.8947368421052632,0.9230769230769231,29,19,26,74
WTA,Emina Bektas,1.0,1.0,1.0,17,11,25,53
WTA,Emma Navarro,0.993421052631579,0.9854014598540146,0.9556962025316456,152,137,158,447
WTA,Emma Raducanu,0.9533333333333334,0.9658703071672355,0.9683257918552036,150,293,221,664
WTA,Ena Shibahara,0.9722222222222222,0.9629629629629629,0.9523809523809523,36,27,21,84
WTA,Erika Andreeva,0.9523809523809523,0.9607843137254902,1.0,21,51,29,101
WTA,Eugenie Bouchard,0.9076923076923077,0.95,0.9,65,100,70,235
WTA,Eva Lys,0.9777777777777777,0.96875,0.8928571428571429,45,32,28,105
WTA,Evgeniya Rodina,0.9913793103448276,0.9868421052631579,0.9529411764705882,116,76,85,277
WTA,Fiona Ferro,0.9873417721518988,0.9841269841269841,0.9607843137254902,79,63,51,193
WTA,Garbine Muguruza,0.9757281553398058,0.9619771863117871,0.9236363636363636,206,263,275,744
WTA,Garbiñe Muguruza,0.978021978021978,0.9574468085106383,0.9428571428571428,91,47,35,173
WTA,Greet Minnen,0.98989898989899,0.9830508474576272,0.9,198,118,130,446
WTA,Harmony Tan,1.0,1.0,0.9787234042553191,32,44,47,123
WTA,Harriet Dart,0.9875776397515528,0.9846938775510204,0.9601593625498008,161,196,251,608
WTA,Heather Watson,0.9692307692307692,0.9714285714285714,0.9631336405529954,195,175,217,587
WTA,Iga Swiatek,0.9768041237113402,0.9585253456221198,0.9748743718592965,388,434,398,1220
WTA,Irina Camelia Begu,0.9690721649484536,0.9655172413793104,0.8405797101449275,97,58,69,224
WTA,Iva Jovic,0.975609756097561,1.0,0.9333333333333333,41,15,30,86
WTA,Jaimee Fourlis,1.0,1.0,0.9545454545454546,45,12,22,79
WTA,Jana Cepelova,0.9487179487179487,0.9555555555555556,1.0,39,45,11,95
WTA,Jana Fett,1.0,0.9565217391304348,0.9,36,23,20,79
WTA,Jasmine Paolini,0.994475138121547,0.9902439024390244,0.978494623655914,181,205,186,572
WTA,Jelena Jankovic,0.961038961038961,0.9789473684210527,0.9661016949152542,77,95,59,231
WTA,Jelena Ostapenko,0.9363957597173145,0.9553903345724907,0.9120171673819742,566,538,466,1570
WTA,Jennifer Brady,0.9617224880382775,0.9835164835164835,0.9669421487603306,209,182,121,512
WTA,Jessica Bouzas Maneiro,1.0,1.0,1.0,36,35,39,110
WTA,Jessica Pegula,0.9830508474576272,0.9898305084745763,0.9708222811671088,354,295,377,1026
WTA,Jil Teichmann,0.9032258064516129,1.0,0.9166666666666666,31,36,12,79
WTA,Jodie Burrage,1.0,0.9824561403508771,1.0,51,57,33,141
WTA,Johanna Konta,0.9607843137254902,0.9552715654952076,0.9122340425531915,357,313,376,1046
WTA,Johanna Larsson,1.0,0.9666666666666667,0.9019607843137255,65,60,51,176
WTA,Jule Niemeier,1.0,0.976878612716763,0.921875,195,173,128,496
WTA,Julia Goerges,0.9074074074074074,0.9090909090909091,0.8893280632411067,108,231,253,592
WTA,Kaia Kanepi,0.9802955665024631,0.9364406779661016,0.935,203,236,200,639
WTA,Kaja Juvan,1.0,0.9714285714285714,0.9291338582677166,133,105,127,365
WTA,Kamilla Rakhimova,0.9846153846153847,0.9607843137254902,0.9836065573770492,65,51,61,177
WTA,Karolina Muchova,0.9567430025445293,0.926056338028169,0.9433962264150944,393,284,371,1048
WTA,Karolina Pliskova,0.9578783151326054,0.9319444444444445,0.9121522693997072,641,720,683,2044
WTA,Katerina Siniakova,0.9619565217391305,0.9186046511627907,0.9554455445544554,184,172,202,558
WTA,Kateryna Baindl,1.0,1.0,0.9473684210526315,43,18,19,80
WTA,Kateryna Bondarenko,1.0,0.9090909090909091,0.8571428571428571,20,22,28,70
WTA,Kateryna Kozlova,1.0,1.0,0.9,26,25,40,91
WTA,Katie Boulter,0.975103734439834,0.9303482587064676,0.9299610894941635,241,201,257,699
WTA,Katie Swan,0.9411764705882353,0.9464285714285714,0.9803921568627451,68,56,51,175
WTA,Katie Volynets,1.0,1.0,0.9423076923076923,42,31,52,125
WTA,Kiki Bertens,0.9433962264150944,0.9202127659574468,0.882051282051282,159,188,195,542
WTA,Kim Clijsters,0.8333333333333334,0.95,0.9666666666666667,12,20,30,62
WTA,Kimberly Birrell,1.0,1.0,1.0,27,10,14,51
WTA,Kirsten Flipkens,0.9662921348314607,0.8952380952380953,0.8282828282828283,89,105,99,293
WTA,Kristie Ahn,0.908256880733945,0.8863636363636364,0.9142857142857143,109,44,70,223
WTA,Kristina Mladenovic,0.9522184300341296,0.9130434782608695,0.8992805755395683,293,207,139,639
WTA,Kristyna Pliskova,0.9090909090909091,0.8214285714285714,0.7804878048780488,44,56,41,141
WTA,Kurumi Nara,0.9823008849557522,0.9607843137254902,0.94,113,51,50,214
WTA,Lara Arruabarrena,0.9210526315789473,0.875,0.9230769230769231,38,24,26,88
WTA,Laura Siegemund,0.9137931034482759,0.9052631578947369,0.9391304347826087,116,95,115,326
WTA,Lauren Davis,0.9685863874345549,0.9554455445544554,0.9375,191,202,128,521
WTA,Lesia Tsurenko,0.9467455621301775,0.9842105263157894,0.9506172839506173,169,190,162,521
WTA,Lesley Pattinama Kerkhove,0.9444444444444444,1.0,0.8666666666666667,18,16,30,64
WTA,Leylah Fernandez,0.9940476190476191,0.9605911330049262,0.9422222222222222,168,203,225,596
WTA,Lin Zhu,1.0,0.9583333333333334,0.9897959183673469,100,72,98,270
WTA,Linda Fruhvirtova,0.9583333333333334,1.0,1.0,24,19,19,62
WTA,Linda Noskova,0.9915966386554622,0.9583333333333334,0.9705882352941176,119,48,34,201
WTA,Liudmila Samsonova,0.9861751152073732,0.9668508287292817,0.9452054794520548,217,181,219,617
WTA,Lucia Bronzetti,0.9659090909090909,1.0,1.0,88,61,37,186
WTA,Lucie Safarova,0.8902439024390244,0.953125,0.9425287356321839,82,128,87,297
WTA,Luksika Kumkhum,0.88,0.8333333333333334,0.8611111111111112,50,12,36,98
WTA,Lulu Sun,0.9411764705882353,0.9807692307692307,1.0,34,52,55,141
WTA,Madison Brengle,0.9879518072289156,0.9761904761904762,0.984375,83,84,64,231
WTA,Madison Keys,0.9215686274509803,0.9233176838810642,0.9029374201787995,510,639,783,1932
WTA,Magda Linette,0.9771428571428571,0.9795918367346939,0.9433962264150944,175,147,159,481
WTA,Magdalena Frech,1.0,0.9629629629629629,0.9655172413793104,98,54,58,210
WTA,Magdalena Rybarikova,0.9772727272727273,0.9473684210526315,0.8910891089108911,44,76,101,221
WTA,Margarita Gasparyan,0.9285714285714286,0.9782608695652174,0.9565217391304348,42,46,46,134
WTA,Maria Camila Osorio Serrano,1.0,0.8095238095238095,0.7692307692307693,10,21,39,70
WTA,Maria Sakkari,0.9577464788732394,0.9517045454545454,0.9611940298507463,284,352,335,971
WTA,Maria Sharapova,0.9361702127659575,0.9347826086956522,0.9538461538461539,188,138,195,521
WTA,Marie Bouzkova,0.9901960784313726,0.9653179190751445,0.9580838323353293,204,173,167,544
WTA,Marketa Vondrousova,0.9513677811550152,0.9506726457399103,0.9651741293532339,329,223,201,753
WTA,Marta Kostyuk,0.9605263157894737,0.9349593495934959,0.9595375722543352,152,123,173,448
WTA,Martina Trevisan,0.9864864864864865,0.9827586206896551,0.88,148,58,50,256
WTA,Maryna Zanevska,0.8484848484848485,0.9444444444444444,0.8888888888888888,33,18,36,87
WTA,Maya Joint,0.9583333333333334,0.9655172413793104,1.0,24,29,17,70
WTA,Mayar Sherif,1.0,0.9111111111111111,0.9024390243902439,45,45,41,131
WTA,McCartney Kessler,1.0,1.0,1.0,12,28,19,59
WTA,Mihaela Buzarnescu,0.8823529411764706,0.9312977099236641,0.9759036144578314,85,131,83,299
WTA,Mirjam Bjorklund,1.0,1.0,0.9615384615384616,22,19,26,67
WTA,Mirjana Lucic Baroni,0.9444444444444444,0.9117647058823529,0.9659090909090909,72,68,88,228
WTA,Mirra Andreeva,1.0,0.9775280898876404,0.9844961240310077,91,89,129,309
WTA,Misaki Doi,0.9565217391304348,0.8837209302325582,0.9324324324324325,69,43,74,186
WTA,Mona Barthel,0.9375,0.863013698630137,0.9,48,73,80,201
WTA,Monica Niculescu,1.0,0.9393939393939394,0.9,47,33,50,130
WTA,Monica Puig,1.0,0.9166666666666666,0.8620689655172413,18,36,29,83
WTA,Nadia Podoroska,0.9824561403508771,0.9411764705882353,1.0,57,17,46,120
WTA,Nao Hibino,0.9512195121951219,0.9318181818181818,0.9487179487179487,82,44,39,165
WTA,Naomi Broady,0.95,0.9230769230769231,0.75,20,26,16,62
WTA,Naomi Osaka,0.9217391304347826,0.9296116504854369,0.9496567505720824,345,412,437,1194
WTA,Natalia Vikhlyantseva,1.0,0.9333333333333333,0.9056603773584906,14,45,53,112
WTA,Nicole Gibbs,0.9666666666666667,0.9459459459459459,0.8,30,37,25,92
WTA,Nina Stojanovic,1.0,0.9444444444444444,0.875,19,18,24,61
WTA,Nuria Parrizas Diaz,0.96875,1.0,1.0,32,15,20,67
WTA,Oceane Dodin,0.96,0.9272727272727272,0.8717948717948718,75,55,78,208
WTA,Ons Jabeur,0.9869848156182213,0.9758771929824561,0.9744897959183674,461,456,588,1505
WTA,Panna Udvardy,1.0,0.9629629629629629,1.0,17,27,28,72
WTA,Patricia Maria Tig,1.0,0.9411764705882353,1.0,25,17,25,67
WTA,Paula Badosa,0.9913793103448276,0.9382022471910112,0.9447513812154696,232,178,181,591
WTA,Pauline Parmentier,0.9516129032258065,0.8690476190476191,0.9135802469135802,62,84,81,227
WTA,Petra Kvitova,0.95625,0.9385245901639344,0.9439579684763573,320,488,571,1379
WTA,Petra Martic,0.9648562300319489,0.9724770642201835,0.9258064516129032,313,218,310,841
WTA,Peyton Stearns,0.971830985915493,1.0,0.9827586206896551,71,94,58,223
WTA,Polona Hercog,0.8571428571428571,0.8913043478260869,0.8970588235294118,21,46,68,135
WTA,Qiang Wang,0.9533678756476683,0.9602272727272727,0.9497206703910615,193,176,179,548
WTA,Qinwen Zheng,0.9814814814814815,0.9637305699481865,0.9512195121951219,162,193,164,519
WTA,Rebecca Marino,1.0,1.0,0.8936170212765957,66,52,47,165
WTA,Rebecca Peterson,0.9508196721311475,1.0,0.98,61,42,50,153
WTA,Rebeka Masarova,0.9901960784313726,0.9787234042553191,0.9841269841269841,102,47,63,212
WTA,Renata Zarazua,1.0,1.0,1.0,28,32,26,86
WTA,Roberta Vinci,0.8888888888888888,1.0,0.8571428571428571,27,21,14,62
WTA,Sachia Vickery,0.9558823529411765,0.9272727272727272,0.9787234042553191,68,55,47,170
WTA,Saisai Zheng,0.9206349206349206,1.0,0.9076923076923077,63,40,65,168
WTA,Samantha Stosur,0.9285714285714286,0.864406779661017,0.9705882352941176,56,59,34,149
WTA,Sara Errani,0.9732142857142857,0.9777777777777777,0.9558823529411765,112,90,68,270
WTA,Sara Sorribes Tormo,0.9833333333333333,0.9705882352941176,0.9504132231404959,240,136,121,497
WTA,Serena Williams,0.9439252336448598,0.8960573476702509,0.9069423929098966,428,558,677,1663
WTA,Shelby Rogers,0.952755905511811,0.923728813559322,0.9,254,236,170,660
WTA,Shuai Peng,0.9772727272727273,0.9166666666666666,0.9661016949152542,44,48,59,151
WTA,Shuai Zhang,0.9680365296803652,0.9537037037037037,0.988,219,216,250,685
WTA,Simona Halep,0.9520958083832335,0.9399038461538461,0.9108108108108108,501,416,370,1287
WTA,Sloane Stephens,0.9724137931034482,0.964769647696477,0.940379403794038,435,369,369,1173
WTA,Sofia Kenin,0.9812834224598931,0.9354838709677419,0.922077922077922,374,248,231,853
WTA,Sonay Kartal,1.0,1.0,1.0,50,12,42,104
WTA,Sorana Cirstea,0.93717277486911,0.9508196721311475,0.908695652173913,191,244,230,665
WTA,Stefanie Voegele,0.9787234042553191,0.9491525423728814,0.9354838709677419,47,59,31,137
WTA,Su Wei Hsieh,0.9626168224299065,0.927536231884058,0.9322033898305084,107,138,118,363
WTA,Svetlana Kuznetsova,0.958041958041958,0.9368421052631579,0.9794871794871794,286,190,195,671
WTA,Tamara Korpatsch,0.9583333333333334,0.94,1.0,48,50,45,143
WTA,Tamara Zidansek,0.9787234042553191,0.9375,0.8703703703703703,47,32,54,133
WTA,Tatjana Maria,0.9794238683127572,0.9668508287292817,0.9339622641509434,243,181,212,636
WTA,Taylor Townsend,0.9397590361445783,0.9388888888888889,0.8853503184713376,166,180,157,503
WTA,Tereza Martincova,0.9090909090909091,0.8709677419354839,0.9285714285714286,22,31,56,109
WTA,Timea Babos,0.9152542372881356,0.9333333333333333,0.896551724137931,59,75,58,192
WTA,Timea Bacsinszky,0.9659863945578231,0.9819819819819819,0.9065420560747663,147,111,107,365
WTA,Tsvetana Pironkova,0.9333333333333333,0.9137931034482759,0.9848484848484849,90,58,66,214
WTA,Valentini Grammatikopoulou,1.0,1.0,0.9655172413793104,15,27,29,71
WTA,Varvara Gracheva,0.9814814814814815,0.9915254237288136,0.9279279279279279,108,118,111,337
WTA,Varvara Lepchenko,0.8620689655172413,0.8837209302325582,0.9487179487179487,58,43,39,140
WTA,Venus Williams,0.9065656565656566,0.9186046511627907,0.9045801526717557,396,516,524,1436
WTA,Vera Zvonareva,0.9482758620689655,0.9423076923076923,0.9344262295081968,58,52,61,171
WTA,Veronika Kudermetova,0.9787234042553191,0.970873786407767,0.9637681159420289,94,103,138,335
WTA,Victoria Azarenka,0.9799498746867168,0.9682926829268292,0.9634888438133874,399,410,493,1302
WTA,Viktoria Hruncakova,0.9166666666666666,0.95,1.0,12,20,21,53
WTA,Viktoria Kuzmova,0.9444444444444444,0.9302325581395349,0.8983050847457628,54,43,59,156
WTA,Viktorija Golubic,0.9523809523809523,0.9358974358974359,0.9548872180451128,147,78,133,358
WTA,Viktoriya Tomova,0.9880952380952381,0.9710144927536232,0.9595959595959596,84,69,99,252
WTA,Vitalia Diatchenko,0.7857142857142857,0.9302325581395349,0.9791666666666666,14,43,48,105
WTA,Xinyu Wang,0.9642857142857143,0.9226519337016574,0.96,224,181,125,530
WTA,Xiyu Wang,1.0,1.0,0.9452054794520548,85,66,73,224
WTA,Yafan Wang,0.9789473684210527,0.981651376146789,0.9607843137254902,95,109,102,306
WTA,Yanina Wickmayer,0.9285714285714286,0.9369369369369369,0.8947368421052632,56,111,76,243
WTA,Yaroslava Shvedova,1.0,0.8518518518518519,0.9,10,27,30,67
WTA,Ying Ying Duan,0.9479166666666666,0.9574468085106383,0.8181818181818182,96,47,22,165
WTA,Yue Yuan,1.0,0.9615384615384616,0.9629629629629629,44,26,27,97
WTA,Yulia Putintseva,0.9896907216494846,0.9714285714285714,0.9771689497716894,291,210,219,720
WTA,Yuriko Lily Miyazaki,0.9523809523809523,1.0,0.9666666666666667,21,33,30,84
WTA,Zarina Diyas,0.972972972972973,0.9523809523809523,1.0,37,42,31,110
