tour,player_name,serve_pts,serve_pts_won,return_pts,return_pts_won,serve_win_pct,return_win_pct,total_win_pct
WTA,C. Mchale,169,82,172,79,0.48520710059171596,0.45930232558139533,0.47214076246334313
WTA,C. Paquet,194,100,172,69,0.5154639175257731,0.4011627906976744,0.46174863387978143
WTA,C. Suarez Navarro,333,198,355,162,0.5945945945945946,0.4563380281690141,0.5232558139534884
WTA,C. Suárez Navarro,734,426,770,326,0.5803814713896458,0.42337662337662335,0.5
WTA,C. Vandeweghe,267,156,268,99,0.5842696629213483,0.3694029850746269,0.4766355140186916
WTA,C. Witthoeft,120,61,140,56,0.5083333333333333,0.4,0.45
WTA,C. Wozniacki,1295,802,1253,592,0.6193050193050194,0.47246608140462887,0.5470957613814756
WTA,Cagla Buyukakcay,251,144,225,93,0.5737051792828686,0.41333333333333333,0.49789915966386555
WTA,Camila Giorgi,1771,990,1759,723,0.5590062111801242,0.41102899374644686,0.48526912181303117
WTA,Camila Osorio,537,264,561,265,0.49162011173184356,0.47237076648841353,0.48178506375227687
WTA,Carina Witthoeft,856,476,872,354,0.5560747663551402,0.4059633027522936,0.48032407407407407
WTA,Carla Suarez Navarro,862,492,893,403,0.5707656612529002,0.45128779395296753,0.50997150997151
WTA,Carla Suárez Navarro,404,247,388,145,0.6113861386138614,0.37371134020618557,0.494949494949495
WTA,Carol Zhao,63,35,82,35,0.5555555555555556,0.4268292682926829,0.4827586206896552
WTA,Caroline Dolehide,624,322,553,196,0.5160256410256411,0.35443037974683544,0.44010195412064573
WTA,Caroline Garcia,2815,1718,2853,1153,0.6103019538188277,0.4041359971959341,0.5065278757939309
WTA,Caroline Wozniacki,2274,1374,2440,1106,0.604221635883905,0.4532786885245902,0.5260924904539669
WTA,Catherine Bellis,497,264,449,193,0.5311871227364185,0.4298440979955457,0.48308668076109934
WTA,Catherine Harrison,189,98,157,66,0.5185185185185185,0.42038216560509556,0.47398843930635837
WTA,Catherine McNally,415,238,378,148,0.5734939759036145,0.3915343915343915,0.48675914249684743
WTA,Caty McNally,116,54,127,50,0.46551724137931033,0.3937007874015748,0.4279835390946502
WTA,Celine Naef,72,33,48,20,0.4583333333333333,0.4166666666666667,0.44166666666666665
WTA,Chloe Paquet,276,153,267,105,0.5543478260869565,0.39325842696629215,0.47513812154696133
WTA,Christina McHale,950,520,900,368,0.5473684210526316,0.4088888888888889,0.48
WTA,Claire Liu,965,528,946,370,0.5471502590673575,0.39112050739957716,0.46991104133961276
WTA,Clara Burel,939,498,888,383,0.5303514376996805,0.4313063063063063,0.4822112753147236
WTA,Clara Tauson,676,366,655,249,0.5414201183431953,0.3801526717557252,0.46205860255447034
WTA,Clervie Ngounoue,40,15,54,18,0.375,0.3333333333333333,0.35106382978723405
WTA,CoCo Vandeweghe,1107,692,1145,439,0.6251129177958447,0.3834061135371179,0.5022202486678508
WTA,Coco Gauff,2182,1341,2357,1055,0.6145737855178736,0.44760288502333473,0.5278695747962107
WTA,Coco Vandeweghe,657,409,710,270,0.6225266362252664,0.38028169014084506,0.4967081199707388
WTA,Cori Gauff,376,231,357,136,0.6143617021276596,0.38095238095238093,0.5006821282401092
WTA,Cristina Bucsa,732,389,705,300,0.5314207650273224,0.425531914893617,0.47947112038970074
WTA,D Collins,651,377,687,306,0.5791090629800307,0.44541484716157204,0.5104633781763827
WTA,D Gavrilova,237,130,228,100,0.5485232067510548,0.43859649122807015,0.4946236559139785
WTA,D Kasatkina,414,214,404,202,0.5169082125603864,0.5,0.508557457212714
WTA,D Koepfer,74,37,67,16,0.5,0.23880597014925373,0.375886524822695
WTA,D Kovinic,170,76,166,67,0.4470588235294118,0.4036144578313253,0.4255952380952381
WTA,D Lajovic,147,94,129,48,0.6394557823129252,0.37209302325581395,0.5144927536231884
WTA,D Medvedev,76,55,72,40,0.7236842105263158,0.5555555555555556,0.6418918918918919
WTA,D Parry,151,82,141,52,0.543046357615894,0.36879432624113473,0.4589041095890411
WTA,D Schwartzman,60,39,73,45,0.65,0.6164383561643836,0.631578947368421
WTA,D Shapovalov,83,60,95,48,0.7228915662650602,0.5052631578947369,0.6067415730337079
WTA,D Thiem,67,51,74,37,0.7611940298507462,0.5,0.624113475177305
WTA,D Vekic,193,105,179,77,0.5440414507772021,0.4301675977653631,0.489247311827957
WTA,D Yastremska,53,30,73,27,0.5660377358490566,0.3698630136986301,0.4523809523809524
WTA,D. Aiava,166,84,110,36,0.5060240963855421,0.32727272727272727,0.43478260869565216
WTA,D. Allertova,312,174,300,140,0.5576923076923077,0.4666666666666667,0.5130718954248366
WTA,D. Chiesa,121,62,122,59,0.512396694214876,0.48360655737704916,0.49794238683127573
WTA,D. Cibulkova,285,146,279,92,0.512280701754386,0.32974910394265233,0.4219858156028369
WTA,D. Collins,763,456,776,339,0.5976408912188729,0.4368556701030928,0.5165692007797271
WTA,D. Gavrilova,501,262,556,257,0.5229540918163673,0.46223021582733814,0.4910122989593188
WTA,D. Jakupovic,199,103,232,88,0.5175879396984925,0.3793103448275862,0.4431554524361949
WTA,D. Kasatkina,604,309,684,330,0.5115894039735099,0.4824561403508772,0.49611801242236025
WTA,D. Kovinic,44,19,41,11,0.4318181818181818,0.2682926829268293,0.35294117647058826
WTA,D. Parry,144,81,103,38,0.5625,0.36893203883495146,0.4817813765182186
WTA,D. Vekic,787,465,888,393,0.590851334180432,0.44256756756756754,0.5122388059701493
WTA,D. Yastremska,394,234,397,170,0.5939086294416244,0.4282115869017632,0.5107458912768648
WTA,Dalila Jakupovic,54,24,52,19,0.4444444444444444,0.36538461538461536,0.4056603773584906
WTA,Dalma Galfi,724,428,700,274,0.5911602209944752,0.3914285714285714,0.49297752808988765
WTA,Danielle Collins,2128,1271,1976,804,0.5972744360902256,0.4068825910931174,0.5056042884990254
WTA,Danielle Lao,101,57,91,28,0.5643564356435643,0.3076923076923077,0.4427083333333333
WTA,Danka Kovinic,419,222,413,159,0.5298329355608592,0.38498789346246975,0.4579326923076923
WTA,Daria Gavrilova,1028,578,1055,461,0.5622568093385214,0.4369668246445498,0.4987998079692751
WTA,Daria Kasatkina,2480,1341,2395,1112,0.540725806451613,0.4643006263048017,0.5031794871794871
WTA,Daria Saville,629,345,640,290,0.548489666136725,0.453125,0.5003940110323088
WTA,Daria Snigur,245,137,240,98,0.5591836734693878,0.4083333333333333,0.4845360824742268
WTA,Dayana Yastremska,1353,766,1313,551,0.5661492978566149,0.41964965727341963,0.4939984996249062
WTA,Denisa Allertova,423,230,463,176,0.5437352245862884,0.3801295896328294,0.4582392776523702
WTA,Destanee Aiava,132,80,152,53,0.6060606060606061,0.34868421052631576,0.46830985915492956
WTA,Diana Shnaider,458,284,459,209,0.6200873362445415,0.4553376906318083,0.5376226826608506
WTA,Diane Parry,795,464,728,274,0.5836477987421383,0.37637362637362637,0.48456992777413
WTA,Dominika Cibulkova,1391,797,1236,552,0.5729690869877786,0.44660194174757284,0.5135135135135135
WTA,Donna Vekic,2867,1765,2951,1201,0.615626089989536,0.40698068451372416,0.5097971811619113
WTA,E Alexandrova,348,212,376,171,0.6091954022988506,0.45478723404255317,0.5290055248618785
WTA,E Bouchard,218,118,215,102,0.5412844036697247,0.4744186046511628,0.5080831408775982
WTA,E Cocciaretto,49,26,55,18,0.5306122448979592,0.32727272727272727,0.4230769230769231
WTA,E Gerasimov,74,27,68,23,0.36486486486486486,0.3382352941176471,0.352112676056338
WTA,E Gorgodze,64,32,57,19,0.5,0.3333333333333333,0.4214876033057851
WTA,E Jacquemot,97,42,97,33,0.4329896907216495,0.3402061855670103,0.3865979381443299
WTA,E Mertens,526,317,586,278,0.6026615969581749,0.47440273037542663,0.5350719424460432
WTA,E Ruusuvuori,119,65,120,47,0.5462184873949579,0.39166666666666666,0.4686192468619247
WTA,E Rybakina,545,335,526,243,0.6146788990825688,0.4619771863117871,0.5396825396825397
WTA,E Svitolina,591,336,581,285,0.5685279187817259,0.4905335628227194,0.5298634812286689
WTA,E Vesnina,87,51,100,43,0.5862068965517241,0.43,0.5026737967914439
WTA,E. Alexandrova,678,379,765,336,0.5589970501474927,0.4392156862745098,0.4954954954954955
WTA,E. Bouchard,285,144,272,116,0.5052631578947369,0.4264705882352941,0.466786355475763
WTA,E. Cocciaretto,73,35,51,16,0.4794520547945205,0.3137254901960784,0.4112903225806452
WTA,E. Makarova,356,194,300,122,0.5449438202247191,0.4066666666666667,0.4817073170731707
WTA,E. Mertens,1365,814,1451,697,0.5963369963369963,0.48035837353549277,0.5365767045454546
WTA,E. Perez,48,21,42,11,0.4375,0.2619047619047619,0.35555555555555557
WTA,E. Rodina,108,53,99,32,0.49074074074074076,0.32323232323232326,0.4106280193236715
WTA,E. Rybakina,227,135,254,104,0.5947136563876652,0.4094488188976378,0.4968814968814969
WTA,E. Svitolina,1137,661,1171,549,0.5813544415127528,0.46883005977796754,0.524263431542461
WTA,E. Vesnina,178,108,179,61,0.6067415730337079,0.3407821229050279,0.4733893557422969
WTA,Ekaterina Alexandrova,2029,1159,1977,838,0.571217348447511,0.4238745574102175,0.49850224663005493
WTA,Ekaterina Makarova,1106,658,1129,485,0.5949367088607594,0.4295837023914969,0.5114093959731544
WTA,Ekaterine Gorgodze,64,32,49,14,0.5,0.2857142857142857,0.40707964601769914
WTA,Eleana Yu,61,35,47,10,0.5737704918032787,0.2127659574468085,0.4166666666666667
WTA,Elena Gabriela Ruse,798,420,750,301,0.5263157894736842,0.4013333333333333,0.4657622739018088
WTA,Elena Rybakina,2082,1341,2173,945,0.6440922190201729,0.43488265071329957,0.5372502937720329
WTA,Elena Vesnina,903,530,871,376,0.5869324473975637,0.4316877152698048,0.5107102593010147
WTA,Elina Avanesyan,438,224,457,201,0.5114155251141552,0.43982494529540483,0.4748603351955307
WTA,Elina Svitolina,4084,2513,4131,1837,0.6153281096963761,0.4446865165819414,0.5295191722458916
WTA,Elisabetta Cocciaretto,520,284,538,245,0.5461538461538461,0.45539033457249073,0.5
WTA,Elise Mertens,3410,2004,3537,1585,0.587683284457478,0.44811987560079164,0.5166258816755434
WTA,Elizabeth Mandlik,150,76,145,60,0.5066666666666667,0.41379310344827586,0.4610169491525424
WTA,Elizaveta Kulichkova,57,30,53,16,0.5263157894736842,0.3018867924528302,0.41818181818181815
WTA,Ellen Perez,64,31,51,16,0.484375,0.3137254901960784,0.40869565217391307
WTA,Elsa Jacquemot,154,75,142,59,0.487012987012987,0.4154929577464789,0.4527027027027027
WTA,Emina Bektas,152,88,137,42,0.5789473684210527,0.30656934306569344,0.44982698961937717
WTA,Emma Navarro,871,517,909,412,0.5935706084959816,0.45324532453245325,0.5219101123595505
WTA,Emma Raducanu,1186,728,1273,592,0.6138279932546374,0.46504320502749413,0.5368035786905246
WTA,Ena Shibahara,164,84,178,75,0.5121951219512195,0.42134831460674155,0.4649122807017544
WTA,Eri Hozumi,89,53,82,30,0.5955056179775281,0.36585365853658536,0.4853801169590643
WTA,Erika Andreeva,408,234,350,120,0.5735294117647058,0.34285714285714286,0.46701846965699206
WTA,Es Liang,69,35,77,36,0.5072463768115942,0.4675324675324675,0.4863013698630137
WTA,Eugenie Bouchard,836,468,850,355,0.5598086124401914,0.4176470588235294,0.48813760379596677
WTA,Eva Lys,240,133,230,99,0.5541666666666667,0.43043478260869567,0.49361702127659574
WTA,Evgeniya Rodina,882,471,881,370,0.5340136054421769,0.4199772985244041,0.4770277935337493
WTA,F Auger-Aliassime,69,50,74,34,0.7246376811594203,0.4594594594594595,0.5874125874125874
WTA,F Ferro,597,326,570,262,0.5460636515912898,0.45964912280701753,0.5038560411311054
WTA,F Fognini,148,103,147,51,0.6959459459459459,0.3469387755102041,0.5220338983050847
WTA,F Krajinovic,125,80,118,55,0.64,0.4661016949152542,0.5555555555555556
WTA,F Lopez,154,109,141,40,0.7077922077922078,0.28368794326241137,0.5050847457627119
WTA,F Tiafoe,148,92,120,31,0.6216216216216216,0.25833333333333336,0.458955223880597
WTA,F. Ferro,361,195,337,138,0.5401662049861495,0.4094955489614243,0.47707736389684813
WTA,F. Schiavone,127,70,140,53,0.5511811023622047,0.37857142857142856,0.4606741573033708
WTA,Fernanda Contreras Gomez,57,31,50,11,0.543859649122807,0.22,0.3925233644859813
WTA,Fiona Crawley,59,25,55,24,0.423728813559322,0.43636363636363634,0.4298245614035088
WTA,Fiona Ferro,548,258,550,235,0.4708029197080292,0.42727272727272725,0.44899817850637525
WTA,Francesca Di Lorenzo,250,144,263,97,0.576,0.3688212927756654,0.4697855750487329
WTA,Francesca Jones,135,81,138,50,0.6,0.36231884057971014,0.47985347985347987
WTA,Francesca Schiavone,125,75,148,55,0.6,0.3716216216216216,0.47619047619047616
WTA,Francoise Abanda,267,143,270,117,0.5355805243445693,0.43333333333333335,0.48417132216014896
WTA,G Dimitrov,85,64,87,40,0.7529411764705882,0.45977011494252873,0.6046511627906976
WTA,G Minnen,146,78,146,47,0.5342465753424658,0.3219178082191781,0.4280821917808219
WTA,G Muguruza,404,237,418,190,0.5866336633663366,0.45454545454545453,0.5194647201946472
WTA,G. Garcia Perez,95,55,90,31,0.5789473684210527,0.34444444444444444,0.4648648648648649
WTA,G. Gatto-Monticone,94,43,84,38,0.4574468085106383,0.4523809523809524,0.4550561797752809
WTA,G. Min,61,32,63,21,0.5245901639344263,0.3333333333333333,0.4274193548387097
WTA,G. Minnen,177,109,172,65,0.615819209039548,0.37790697674418605,0.498567335243553
WTA,G. Muguruza,1427,872,1540,707,0.611072179397337,0.4590909090909091,0.5321873946747556
WTA,Gabriella Taylor,79,45,64,19,0.569620253164557,0.296875,0.44755244755244755
WTA,Galina Voskoboeva,54,24,64,24,0.4444444444444444,0.375,0.4067796610169492
WTA,Garbine Muguruza,1371,862,1484,654,0.6287381473377097,0.44070080862533695,0.5309982486865149
WTA,Garbiñe Muguruza,352,208,367,156,0.5909090909090909,0.4250681198910082,0.5062586926286509
WTA,Giulia Gatto Monticone,69,33,55,19,0.4782608695652174,0.34545454545454546,0.41935483870967744
WTA,Greet Minnen,1095,610,1074,439,0.5570776255707762,0.40875232774674114,0.48363301060396496
WTA,H Baptiste,124,72,117,52,0.5806451612903226,0.4444444444444444,0.5145228215767634
WTA,H Tan,159,69,166,73,0.4339622641509434,0.4397590361445783,0.4369230769230769
WTA,H Watson,279,152,232,83,0.5448028673835126,0.3577586206896552,0.4598825831702544
WTA,H. Dart,220,103,225,99,0.4681818181818182,0.44,0.45393258426966293
WTA,H. Tan,53,24,47,15,0.4528301886792453,0.3191489361702128,0.39
WTA,H. Watson,376,196,368,161,0.5212765957446809,0.4375,0.4798387096774194
WTA,Hailey Baptiste,103,48,123,45,0.46601941747572817,0.36585365853658536,0.41150442477876104
WTA,Harmony Tan,387,217,328,136,0.5607235142118863,0.4146341463414634,0.4937062937062937
WTA,Harriet Dart,1346,713,1308,571,0.5297176820208024,0.43654434250764523,0.48379804069329313
WTA,Heather Watson,1327,775,1334,549,0.5840241145440844,0.411544227886057,0.49755730928222475
WTA,I Bara,206,120,229,102,0.5825242718446602,0.44541484716157204,0.5103448275862069
WTA,I Begu,239,124,229,100,0.5188284518828452,0.4366812227074236,0.47863247863247865
WTA,I Jorovic,95,48,90,37,0.5052631578947369,0.4111111111111111,0.4594594594594595
WTA,I Swiatek,692,445,739,382,0.6430635838150289,0.516914749661705,0.5779175401816912
WTA,I. Begu,848,463,834,365,0.5459905660377359,0.43764988009592326,0.49227110582639716
WTA,I. Falconi,52,18,40,16,0.34615384615384615,0.4,0.3695652173913043
WTA,I. Jorovic,196,111,169,59,0.5663265306122449,0.34911242603550297,0.4657534246575342
WTA,I. Swiatek,673,395,619,268,0.586924219910847,0.43295638126009695,0.5131578947368421
WTA,I. Wallace,50,19,29,5,0.38,0.1724137931034483,0.3037974683544304
